## This file contains the the median and 95% range (2.5th and 97.5th percentiles) of the full 7000-member ensemble accross all methods of the PAGES2k Consortium 2019 global mean temperature reconstructions.
## We recommend working with the full ensemble provided in the other files in this data compilation for a more robust analysis of GMST.
## The columns in this table are: Year CE, raw instrumental target data, reconstruction ensemble 50th, 2.5th and 97.5th percentiles, 31-year butterworth filtered instrumental target data, 31-year butterworth filtered reconstruction 50th, 2.5th and 97.5th percentiles
## All values are °C wrt 1961-1990 over the April-March annual average.
Year	Cowtan & Way instrumental target	Full ensemble median	Full ensemble 2.5th percentile	Full ensemble 97.5th percentile	Cowtan & Way instrumental target 31-year filtered	31-year filtered full ensemble median	31-year filtered full ensemble 2.5th percentile	31-year filtered full ensemble 97.5th percentile
1	NA	-0.369	-0.7515	0.0176	NA	NA	NA	NA
2	NA	-0.3548	-0.7328	0.0292	NA	NA	NA	NA
3	NA	-0.312	-0.7308	0.0821	NA	NA	NA	NA
4	NA	-0.3041	-0.6638	0.1169	NA	NA	NA	NA
5	NA	-0.3034	-0.6808	0.0913	NA	NA	NA	NA
6	NA	-0.2277	-0.6438	0.1492	NA	NA	NA	NA
7	NA	-0.2207	-0.6725	0.1595	NA	NA	NA	NA
8	NA	-0.2703	-0.6887	0.1591	NA	NA	NA	NA
9	NA	-0.2719	-0.6688	0.1088	NA	NA	NA	NA
10	NA	-0.2658	-0.6738	0.1129	NA	NA	NA	NA
11	NA	-0.2677	-0.6469	0.0896	NA	NA	NA	NA
12	NA	-0.3156	-0.7469	0.0889	NA	NA	NA	NA
13	NA	-0.269	-0.6423	0.1502	NA	NA	NA	NA
14	NA	-0.233	-0.615	0.1616	NA	NA	NA	NA
15	NA	-0.2719	-0.6708	0.1045	NA	NA	NA	NA
16	NA	-0.3368	-0.6918	0.0341	NA	-0.2662	-0.5154	0.0628
17	NA	-0.2301	-0.618	0.1014	NA	-0.2647	-0.5146	0.0632
18	NA	-0.2122	-0.6138	0.1349	NA	-0.2638	-0.512	0.065
19	NA	-0.2337	-0.6019	0.1092	NA	-0.2621	-0.5109	0.0673
20	NA	-0.3365	-0.7118	0.0394	NA	-0.2602	-0.5122	0.0684
21	NA	-0.3445	-0.8148	0.0299	NA	-0.258	-0.5113	0.0699
22	NA	-0.2255	-0.6188	0.1103	NA	-0.2573	-0.5107	0.071
23	NA	-0.2774	-0.6998	0.0663	NA	-0.2558	-0.5113	0.0733
24	NA	-0.2197	-0.6888	0.1691	NA	-0.2547	-0.5105	0.075
25	NA	-0.2287	-0.6148	0.0957	NA	-0.2532	-0.5095	0.0757
26	NA	-0.1778	-0.6158	0.1384	NA	-0.2515	-0.5089	0.0788
27	NA	-0.093	-0.5003	0.2925	NA	-0.2499	-0.5089	0.0793
28	NA	-0.2339	-0.6178	0.1023	NA	-0.2488	-0.5086	0.0797
29	NA	-0.335	-0.7861	0.0514	NA	-0.2482	-0.506	0.0811
30	NA	-0.207	-0.6478	0.1242	NA	-0.2463	-0.5046	0.0811
31	NA	-0.2369	-0.6728	0.1121	NA	-0.2445	-0.5039	0.0838
32	NA	-0.1279	-0.5188	0.232	NA	-0.242	-0.5029	0.0854
33	NA	-0.1931	-0.6279	0.1645	NA	-0.2396	-0.5031	0.0865
34	NA	-0.1117	-0.5278	0.2404	NA	-0.2368	-0.5024	0.0873
35	NA	-0.0936	-0.5278	0.257	NA	-0.2346	-0.5031	0.0886
36	NA	-0.2057	-0.7088	0.2194	NA	-0.233	-0.5014	0.0891
37	NA	-0.1835	-0.6348	0.1746	NA	-0.2313	-0.5029	0.0891
38	NA	-0.1491	-0.6548	0.209	NA	-0.2299	-0.5001	0.0901
39	NA	-0.1071	-0.6028	0.2982	NA	-0.2286	-0.4987	0.0901
40	NA	-0.2378	-0.7918	0.1574	NA	-0.2274	-0.4995	0.0892
41	NA	-0.1316	-0.6028	0.2729	NA	-0.2268	-0.4971	0.0879
42	NA	-0.1245	-0.587	0.2139	NA	-0.2261	-0.4965	0.0873
43	NA	-0.1353	-0.631	0.1902	NA	-0.2259	-0.4951	0.0873
44	NA	-0.1994	-0.6846	0.1517	NA	-0.2257	-0.4946	0.0876
45	NA	-0.1781	-0.6888	0.1772	NA	-0.2258	-0.4928	0.0885
46	NA	-0.2028	-0.6888	0.1347	NA	-0.2259	-0.4935	0.091
47	NA	-0.2238	-0.7196	0.1163	NA	-0.2262	-0.491	0.0936
48	NA	-0.2875	-0.7138	0.0698	NA	-0.2265	-0.489	0.0966
49	NA	-0.2086	-0.5549	0.1341	NA	-0.2262	-0.486	0.1006
50	NA	-0.2769	-0.6533	0.0927	NA	-0.2259	-0.4858	0.1045
51	NA	-0.2758	-0.6668	0.1024	NA	-0.226	-0.4857	0.1085
52	NA	-0.2353	-0.6286	0.1441	NA	-0.2258	-0.4846	0.1131
53	NA	-0.2087	-0.6065	0.1678	NA	-0.2254	-0.4839	0.1174
54	NA	-0.1013	-0.4989	0.2968	NA	-0.2247	-0.4828	0.1218
55	NA	-0.1778	-0.5801	0.2672	NA	-0.2236	-0.479	0.126
56	NA	-0.2424	-0.6399	0.1551	NA	-0.2217	-0.4768	0.1304
57	NA	-0.2721	-0.6799	0.1791	NA	-0.22	-0.4719	0.1339
58	NA	-0.1776	-0.6218	0.2752	NA	-0.2181	-0.4705	0.1368
59	NA	-0.301	-0.7039	0.2645	NA	-0.2159	-0.4685	0.1397
60	NA	-0.1737	-0.5839	0.3563	NA	-0.2131	-0.4655	0.1422
61	NA	-0.0703	-0.4893	0.5259	NA	-0.2107	-0.4637	0.1439
62	NA	-0.2218	-0.5659	0.3091	NA	-0.2088	-0.4588	0.1452
63	NA	-0.1623	-0.5259	0.3305	NA	-0.2062	-0.4555	0.1459
64	NA	-0.0599	-0.4338	0.3862	NA	-0.204	-0.4514	0.1464
65	NA	-0.1619	-0.5311	0.2621	NA	-0.2018	-0.449	0.146
66	NA	-0.1756	-0.6478	0.3246	NA	-0.1992	-0.4478	0.1445
67	NA	-0.1728	-0.5939	0.2427	NA	-0.198	-0.4461	0.1428
68	NA	-0.0891	-0.5215	0.3182	NA	-0.1959	-0.4438	0.1401
69	NA	-0.2049	-0.6819	0.2137	NA	-0.1941	-0.4423	0.1379
70	NA	-0.1635	-0.5918	0.2238	NA	-0.1935	-0.4416	0.1345
71	NA	-0.1048	-0.4968	0.2661	NA	-0.192	-0.4396	0.131
72	NA	-0.0252	-0.4258	0.3747	NA	-0.1906	-0.4389	0.1281
73	NA	-0.153	-0.5738	0.2128	NA	-0.1903	-0.4384	0.1251
74	NA	-0.1579	-0.5478	0.2501	NA	-0.1907	-0.4385	0.1217
75	NA	-0.1047	-0.4868	0.3044	NA	-0.191	-0.436	0.1185
76	NA	-0.1877	-0.5189	0.1571	NA	-0.1916	-0.4344	0.1156
77	NA	-0.1179	-0.46	0.2219	NA	-0.1922	-0.4348	0.1146
78	NA	-0.2497	-0.6073	0.1461	NA	-0.1934	-0.4359	0.1113
79	NA	-0.0497	-0.4118	0.3355	NA	-0.1944	-0.4364	0.1112
80	NA	-0.0639	-0.4348	0.2804	NA	-0.1961	-0.4358	0.11
81	NA	-0.185	-0.5818	0.2132	NA	-0.1978	-0.4373	0.1094
82	NA	-0.1685	-0.5218	0.2072	NA	-0.1996	-0.4371	0.1093
83	NA	-0.2688	-0.6068	0.0775	NA	-0.2016	-0.4369	0.1082
84	NA	-0.2818	-0.6149	0.1128	NA	-0.2042	-0.4371	0.1072
85	NA	-0.2524	-0.6168	0.0983	NA	-0.2064	-0.4365	0.1066
86	NA	-0.1401	-0.5408	0.2699	NA	-0.2096	-0.4372	0.1064
87	NA	-0.1638	-0.5189	0.2056	NA	-0.212	-0.4393	0.1051
88	NA	-0.0234	-0.3849	0.3803	NA	-0.2138	-0.439	0.1053
89	NA	-0.0669	-0.4398	0.3263	NA	-0.2162	-0.4405	0.1045
90	NA	-0.2149	-0.5513	0.1146	NA	-0.2182	-0.4401	0.1039
91	NA	-0.1539	-0.5038	0.1854	NA	-0.2212	-0.4431	0.1029
92	NA	-0.1653	-0.5248	0.1783	NA	-0.2249	-0.4451	0.1025
93	NA	-0.1319	-0.4866	0.2222	NA	-0.2274	-0.4467	0.1018
94	NA	-0.2558	-0.6489	0.13	NA	-0.2307	-0.4492	0.1012
95	NA	-0.3914	-0.795	0.0161	NA	-0.2335	-0.4521	0.1017
96	NA	-0.2901	-0.647	0.0725	NA	-0.2363	-0.4569	0.1001
97	NA	-0.3847	-0.7326	-0.005	NA	-0.2381	-0.4589	0.1008
98	NA	-0.31	-0.6569	0.0371	NA	-0.2396	-0.4622	0.0997
99	NA	-0.1909	-0.6178	0.1777	NA	-0.241	-0.4632	0.1003
100	NA	-0.2536	-0.7469	0.1462	NA	-0.2434	-0.4639	0.1012
101	NA	-0.2043	-0.6678	0.1508	NA	-0.2439	-0.4666	0.1023
102	NA	-0.1939	-0.6808	0.227	NA	-0.2456	-0.4683	0.1046
103	NA	-0.1717	-0.578	0.2199	NA	-0.2468	-0.4696	0.1052
104	NA	-0.2135	-0.6248	0.1783	NA	-0.2471	-0.4699	0.107
105	NA	-0.197	-0.5618	0.1775	NA	-0.2473	-0.4707	0.1049
106	NA	-0.2507	-0.6629	0.1616	NA	-0.2484	-0.4713	0.1059
107	NA	-0.1999	-0.6188	0.1847	NA	-0.2486	-0.47	0.1049
108	NA	-0.2344	-0.6162	0.1537	NA	-0.2486	-0.4712	0.1027
109	NA	-0.3099	-0.7228	0.127	NA	-0.2491	-0.4718	0.1019
110	NA	-0.1205	-0.5249	0.3334	NA	-0.2482	-0.4718	0.1049
111	NA	-0.1289	-0.5018	0.2596	NA	-0.2481	-0.4728	0.1077
112	NA	-0.2505	-0.6748	0.1643	NA	-0.248	-0.4741	0.1104
113	NA	-0.2626	-0.6779	0.1716	NA	-0.248	-0.474	0.1122
114	NA	-0.2088	-0.6099	0.1425	NA	-0.247	-0.4741	0.1137
115	NA	-0.1689	-0.5589	0.2129	NA	-0.2463	-0.4741	0.1162
116	NA	-0.1928	-0.5549	0.166	NA	-0.2458	-0.4742	0.1169
117	NA	-0.0928	-0.5238	0.4096	NA	-0.2453	-0.476	0.119
118	NA	-0.2177	-0.6469	0.1808	NA	-0.2439	-0.476	0.1202
119	NA	-0.2564	-0.6718	0.1459	NA	-0.243	-0.476	0.121
120	NA	-0.1828	-0.5588	0.1901	NA	-0.2419	-0.4766	0.1214
121	NA	-0.1978	-0.5358	0.2021	NA	-0.2411	-0.477	0.1216
122	NA	-0.2038	-0.5839	0.1983	NA	-0.2399	-0.4766	0.1215
123	NA	-0.3094	-0.7009	0.1177	NA	-0.2389	-0.476	0.1218
124	NA	-0.1496	-0.5898	0.3083	NA	-0.2374	-0.476	0.1217
125	NA	-0.1463	-0.5478	0.2761	NA	-0.2363	-0.4754	0.1215
126	NA	-0.2722	-0.6529	0.1467	NA	-0.235	-0.4754	0.1221
127	NA	-0.2302	-0.6178	0.1871	NA	-0.2335	-0.4752	0.1216
128	NA	-0.2651	-0.6738	0.1715	NA	-0.2312	-0.4754	0.1212
129	NA	-0.2198	-0.6336	0.2017	NA	-0.229	-0.4751	0.1214
130	NA	-0.2959	-0.6808	0.1338	NA	-0.2268	-0.4751	0.1232
131	NA	-0.1299	-0.5278	0.2569	NA	-0.2258	-0.4745	0.1221
132	NA	-0.2245	-0.5994	0.1598	NA	-0.2239	-0.4733	0.1231
133	NA	-0.2833	-0.6938	0.1386	NA	-0.2222	-0.473	0.1265
134	NA	-0.2159	-0.6238	0.1814	NA	-0.2205	-0.4717	0.1274
135	NA	-0.1918	-0.5298	0.1731	NA	-0.2189	-0.4722	0.1291
136	NA	-0.1433	-0.5218	0.2184	NA	-0.2171	-0.4703	0.1354
137	NA	-0.1906	-0.7168	0.2391	NA	-0.2162	-0.4677	0.1371
138	NA	-0.2121	-0.654	0.1822	NA	-0.2151	-0.467	0.1389
139	NA	-0.1188	-0.5289	0.2203	NA	-0.2138	-0.4638	0.1428
140	NA	-0.0559	-0.4618	0.3644	NA	-0.2119	-0.4634	0.1462
141	NA	-0.1851	-0.5938	0.2103	NA	-0.21	-0.4625	0.1483
142	NA	-0.193	-0.6013	0.2073	NA	-0.2083	-0.4614	0.1491
143	NA	-0.1556	-0.5321	0.2174	NA	-0.2068	-0.4597	0.1494
144	NA	-0.1854	-0.5539	0.186	NA	-0.2058	-0.4579	0.1509
145	NA	-0.1168	-0.4884	0.2713	NA	-0.2047	-0.4558	0.1524
146	NA	-0.2179	-0.6259	0.2107	NA	-0.2037	-0.4563	0.1541
147	NA	-0.1219	-0.5529	0.3093	NA	-0.2026	-0.4555	0.1556
148	NA	-0.1809	-0.6128	0.2368	NA	-0.2019	-0.4564	0.1567
149	NA	-0.1539	-0.534	0.293	NA	-0.2017	-0.4573	0.1578
150	NA	-0.2813	-0.6698	0.136	NA	-0.2018	-0.4551	0.1595
151	NA	-0.2022	-0.6368	0.2093	NA	-0.2026	-0.4523	0.1578
152	NA	-0.2027	-0.6069	0.1795	NA	-0.2036	-0.4523	0.1579
153	NA	-0.1506	-0.5798	0.244	NA	-0.2048	-0.4516	0.1586
154	NA	-0.1484	-0.5653	0.2475	NA	-0.2061	-0.4516	0.1571
155	NA	-0.1105	-0.5129	0.3119	NA	-0.2074	-0.4505	0.1563
156	NA	-0.1529	-0.5728	0.2829	NA	-0.2093	-0.4514	0.155
157	NA	-0.136	-0.5229	0.3007	NA	-0.2115	-0.4508	0.1535
158	NA	-0.1565	-0.5596	0.2761	NA	-0.2141	-0.4509	0.1515
159	NA	-0.1226	-0.5133	0.3016	NA	-0.2168	-0.4515	0.1491
160	NA	-0.0808	-0.4839	0.3692	NA	-0.2199	-0.456	0.1446
161	NA	-0.1039	-0.4979	0.3256	NA	-0.2235	-0.4567	0.1415
162	NA	-0.1006	-0.557	0.405	NA	-0.2263	-0.4574	0.1366
163	NA	-0.2182	-0.5928	0.197	NA	-0.229	-0.4593	0.1331
164	NA	-0.1603	-0.5219	0.2328	NA	-0.2319	-0.4607	0.1277
165	NA	-0.2266	-0.6238	0.2046	NA	-0.2345	-0.463	0.1228
166	NA	-0.2915	-0.6629	0.0876	NA	-0.2386	-0.4661	0.1176
167	NA	-0.2601	-0.6389	0.1162	NA	-0.2428	-0.4666	0.1133
168	NA	-0.2463	-0.5999	0.1302	NA	-0.2463	-0.4677	0.1081
169	NA	-0.254	-0.6019	0.1233	NA	-0.2501	-0.4697	0.1036
170	NA	-0.2726	-0.6449	0.0983	NA	-0.2531	-0.4734	0.0985
171	NA	-0.2259	-0.5793	0.1426	NA	-0.2565	-0.475	0.092
172	NA	-0.2165	-0.5499	0.1409	NA	-0.2596	-0.4779	0.0857
173	NA	-0.158	-0.5278	0.2675	NA	-0.2626	-0.4806	0.0798
174	NA	-0.3035	-0.6968	0.0737	NA	-0.2647	-0.4834	0.0749
175	NA	-0.3108	-0.6809	0.0413	NA	-0.2667	-0.4836	0.0694
176	NA	-0.2169	-0.572	0.1801	NA	-0.2683	-0.4871	0.0656
177	NA	-0.2549	-0.568	0.1032	NA	-0.2699	-0.4881	0.0621
178	NA	-0.3179	-0.6948	0.0457	NA	-0.2716	-0.4885	0.0587
179	NA	-0.369	-0.7612	0.0108	NA	-0.2726	-0.4901	0.0559
180	NA	-0.3631	-0.7538	0.0029	NA	-0.273	-0.4909	0.0537
181	NA	-0.2901	-0.6468	0.0688	NA	-0.2734	-0.4918	0.0533
182	NA	-0.3337	-0.737	0.0126	NA	-0.2733	-0.4924	0.0515
183	NA	-0.2999	-0.6609	0.0322	NA	-0.2737	-0.491	0.0504
184	NA	-0.2739	-0.619	0.0533	NA	-0.2728	-0.4912	0.0504
185	NA	-0.2693	-0.6429	0.0588	NA	-0.2717	-0.4902	0.0498
186	NA	-0.2307	-0.5768	0.1082	NA	-0.2708	-0.4882	0.0496
187	NA	-0.2691	-0.6648	0.1016	NA	-0.2697	-0.4875	0.0489
188	NA	-0.229	-0.568	0.1083	NA	-0.2677	-0.4858	0.0489
189	NA	-0.2789	-0.6439	0.055	NA	-0.2663	-0.4838	0.0491
190	NA	-0.2518	-0.6174	0.0785	NA	-0.2648	-0.4809	0.049
191	NA	-0.1419	-0.4838	0.1761	NA	-0.2628	-0.4791	0.0498
192	NA	-0.3069	-0.7137	0.0711	NA	-0.2607	-0.4778	0.05
193	NA	-0.2655	-0.6298	0.0962	NA	-0.2586	-0.4757	0.0517
194	NA	-0.1351	-0.4888	0.1991	NA	-0.2571	-0.4744	0.0523
195	NA	-0.1712	-0.5026	0.1426	NA	-0.2551	-0.4731	0.0534
196	NA	-0.1061	-0.4587	0.1991	NA	-0.2521	-0.4695	0.0545
197	NA	-0.0595	-0.4218	0.2461	NA	-0.2495	-0.4679	0.0566
198	NA	-0.1865	-0.5449	0.1054	NA	-0.2473	-0.4658	0.0574
199	NA	-0.2298	-0.6089	0.1006	NA	-0.2451	-0.4628	0.0598
200	NA	-0.2298	-0.5678	0.1029	NA	-0.2427	-0.4624	0.0614
201	NA	-0.2669	-0.6279	0.0608	NA	-0.2406	-0.4599	0.0628
202	NA	-0.2481	-0.5782	0.0599	NA	-0.238	-0.4574	0.0643
203	NA	-0.3237	-0.6698	0.1153	NA	-0.2364	-0.4548	0.0672
204	NA	-0.1912	-0.5368	0.1278	NA	-0.2342	-0.4534	0.0705
205	NA	-0.2118	-0.5478	0.1511	NA	-0.2325	-0.4523	0.0728
206	NA	-0.1384	-0.4748	0.2081	NA	-0.2305	-0.4491	0.0755
207	NA	-0.1933	-0.5249	0.1529	NA	-0.2285	-0.4473	0.0768
208	NA	-0.2693	-0.6538	0.1537	NA	-0.2267	-0.4457	0.0788
209	NA	-0.1053	-0.4688	0.2885	NA	-0.2256	-0.4422	0.0804
210	NA	-0.1289	-0.4709	0.2347	NA	-0.2248	-0.4408	0.0844
211	NA	-0.1575	-0.5299	0.1851	NA	-0.2237	-0.4389	0.0854
212	NA	-0.1397	-0.5538	0.2539	NA	-0.2223	-0.4383	0.0885
213	NA	-0.1578	-0.4918	0.1554	NA	-0.2202	-0.4363	0.0909
214	NA	-0.2369	-0.5948	0.0846	NA	-0.2189	-0.4334	0.0943
215	NA	-0.2364	-0.5928	0.1031	NA	-0.2175	-0.4329	0.0968
216	NA	-0.2057	-0.588	0.1442	NA	-0.2158	-0.4316	0.0995
217	NA	-0.1608	-0.5528	0.2049	NA	-0.2143	-0.4296	0.1013
218	NA	-0.2225	-0.616	0.1305	NA	-0.2128	-0.428	0.102
219	NA	-0.208	-0.5949	0.1621	NA	-0.211	-0.4239	0.1036
220	NA	-0.2375	-0.6259	0.1816	NA	-0.2093	-0.421	0.1065
221	NA	-0.2671	-0.6529	0.1391	NA	-0.2076	-0.4185	0.1091
222	NA	-0.187	-0.5408	0.1532	NA	-0.2055	-0.4169	0.1114
223	NA	-0.185	-0.5697	0.2022	NA	-0.2034	-0.4142	0.1142
224	NA	-0.1572	-0.5488	0.1895	NA	-0.2011	-0.4121	0.116
225	NA	-0.1339	-0.5138	0.2444	NA	-0.199	-0.4103	0.1173
226	NA	-0.168	-0.5368	0.192	NA	-0.1966	-0.4093	0.1197
227	NA	-0.1588	-0.5024	0.2086	NA	-0.1943	-0.4097	0.1214
228	NA	-0.2631	-0.6249	0.1012	NA	-0.1919	-0.4074	0.1228
229	NA	-0.1609	-0.5038	0.1807	NA	-0.1891	-0.4044	0.1241
230	NA	-0.2513	-0.5974	0.1088	NA	-0.1863	-0.4024	0.1254
231	NA	-0.1922	-0.5557	0.1823	NA	-0.1835	-0.3991	0.1265
232	NA	-0.1911	-0.5708	0.193	NA	-0.1806	-0.3965	0.1281
233	NA	-0.1867	-0.5628	0.1681	NA	-0.1775	-0.3942	0.1294
234	NA	-0.2288	-0.5868	0.1107	NA	-0.1744	-0.3905	0.1307
235	NA	-0.1927	-0.588	0.1775	NA	-0.1705	-0.3857	0.1312
236	NA	-0.1904	-0.5608	0.1703	NA	-0.168	-0.3844	0.132
237	NA	-0.1653	-0.5159	0.1807	NA	-0.1644	-0.3816	0.1338
238	NA	-0.1326	-0.4768	0.2301	NA	-0.1624	-0.3793	0.1334
239	NA	-0.0648	-0.3919	0.3149	NA	-0.1598	-0.3779	0.1332
240	NA	-0.166	-0.5174	0.1375	NA	-0.1579	-0.3766	0.1352
241	NA	-0.0989	-0.4368	0.2321	NA	-0.1569	-0.3767	0.1348
242	NA	-0.085	-0.4308	0.2281	NA	-0.156	-0.3777	0.1347
243	NA	-0.1174	-0.4452	0.2393	NA	-0.1553	-0.3777	0.1337
244	NA	-0.0279	-0.3798	0.3428	NA	-0.1557	-0.3786	0.1322
245	NA	-0.0324	-0.3418	0.2971	NA	-0.1566	-0.3797	0.1314
246	NA	-0.04	-0.3858	0.3243	NA	-0.1579	-0.3818	0.1305
247	NA	-0.0326	-0.3451	0.3176	NA	-0.1603	-0.3831	0.1296
248	NA	-0.0855	-0.4198	0.2507	NA	-0.1621	-0.3874	0.1275
249	NA	-0.056	-0.4062	0.313	NA	-0.1646	-0.3905	0.1246
250	NA	0.0152	-0.3157	0.4672	NA	-0.1674	-0.396	0.1213
251	NA	-0.173	-0.5202	0.1424	NA	-0.1708	-0.4008	0.1197
252	NA	-0.0428	-0.3956	0.2854	NA	-0.1739	-0.4033	0.1181
253	NA	-0.1242	-0.4738	0.1711	NA	-0.1772	-0.4076	0.1154
254	NA	-0.1419	-0.5319	0.1909	NA	-0.1806	-0.4137	0.1107
255	NA	-0.1439	-0.5498	0.1886	NA	-0.1837	-0.4201	0.1081
256	NA	-0.1675	-0.5328	0.1666	NA	-0.1866	-0.4234	0.1047
257	NA	-0.2247	-0.6228	0.0731	NA	-0.1889	-0.427	0.1023
258	NA	-0.2163	-0.5444	0.1067	NA	-0.1915	-0.4339	0.0995
259	NA	-0.2099	-0.5369	0.0982	NA	-0.1932	-0.439	0.0953
260	NA	-0.3165	-0.6948	0.0079	NA	-0.1948	-0.4433	0.0925
261	NA	-0.2498	-0.6137	0.062	NA	-0.1965	-0.4504	0.0894
262	NA	-0.2208	-0.5859	0.0884	NA	-0.1979	-0.454	0.0867
263	NA	-0.2269	-0.5908	0.1139	NA	-0.1993	-0.4589	0.0838
264	NA	-0.1909	-0.5169	0.1366	NA	-0.1999	-0.4622	0.0812
265	NA	-0.2756	-0.6349	0.0295	NA	-0.2005	-0.4645	0.0787
266	NA	-0.218	-0.5638	0.1345	NA	-0.2004	-0.4692	0.0764
267	NA	-0.2383	-0.6328	0.0964	NA	-0.2002	-0.4717	0.0755
268	NA	-0.2127	-0.6032	0.1371	NA	-0.1997	-0.4749	0.0731
269	NA	-0.1727	-0.6058	0.2665	NA	-0.1985	-0.477	0.0709
270	NA	-0.1774	-0.5782	0.2693	NA	-0.1971	-0.4784	0.0695
271	NA	-0.2708	-0.6849	0.0977	NA	-0.1954	-0.4808	0.0676
272	NA	-0.2304	-0.668	0.1366	NA	-0.1932	-0.481	0.0658
273	NA	-0.209	-0.6218	0.1291	NA	-0.1912	-0.4813	0.0656
274	NA	-0.3029	-0.7859	0.1268	NA	-0.1889	-0.4813	0.0649
275	NA	-0.251	-0.686	0.063	NA	-0.1862	-0.4812	0.0645
276	NA	-0.2256	-0.6588	0.0739	NA	-0.1839	-0.4801	0.0644
277	NA	-0.2095	-0.6098	0.0836	NA	-0.1806	-0.4792	0.0647
278	NA	-0.167	-0.5576	0.1233	NA	-0.1773	-0.4788	0.0648
279	NA	-0.1873	-0.5848	0.1331	NA	-0.1742	-0.4767	0.0644
280	NA	-0.2167	-0.5678	0.0531	NA	-0.1712	-0.4757	0.0643
281	NA	-0.207	-0.5808	0.0568	NA	-0.1683	-0.4733	0.0641
282	NA	-0.0706	-0.3988	0.2271	NA	-0.1654	-0.4699	0.0645
283	NA	-0.1466	-0.5205	0.1302	NA	-0.1626	-0.4671	0.0658
284	NA	-0.081	-0.4779	0.2641	NA	-0.16	-0.4649	0.0671
285	NA	-0.1509	-0.5283	0.1186	NA	-0.1576	-0.4624	0.0672
286	NA	-0.122	-0.4609	0.1763	NA	-0.1556	-0.4603	0.0679
287	NA	-0.2115	-0.6	0.0789	NA	-0.1539	-0.4576	0.0691
288	NA	-0.1441	-0.4868	0.151	NA	-0.1528	-0.4541	0.07
289	NA	-0.1803	-0.5315	0.0882	NA	-0.1514	-0.4496	0.0713
290	NA	-0.2499	-0.6468	0.0475	NA	-0.1501	-0.4464	0.0723
291	NA	-0.1908	-0.5538	0.1253	NA	-0.1486	-0.4424	0.0737
292	NA	-0.1154	-0.4788	0.2467	NA	-0.1468	-0.4388	0.0755
293	NA	-0.2424	-0.6469	0.0668	NA	-0.1455	-0.436	0.0771
294	NA	-0.255	-0.6317	0.0183	NA	-0.1437	-0.4334	0.0791
295	NA	-0.2017	-0.5489	0.1032	NA	-0.1421	-0.4308	0.0816
296	NA	-0.1697	-0.5103	0.1224	NA	-0.1403	-0.4271	0.0839
297	NA	-0.1162	-0.4896	0.2014	NA	-0.1386	-0.4245	0.0851
298	NA	-0.2261	-0.6539	0.0852	NA	-0.1369	-0.4218	0.0863
299	NA	-0.1571	-0.5481	0.174	NA	-0.1353	-0.4179	0.0886
300	NA	-0.1555	-0.5116	0.1123	NA	-0.134	-0.4166	0.0895
301	NA	-0.1338	-0.5238	0.1669	NA	-0.1329	-0.4129	0.0914
302	NA	-0.0752	-0.463	0.3072	NA	-0.1321	-0.4113	0.0927
303	NA	-0.0787	-0.4689	0.2612	NA	-0.1314	-0.4093	0.0931
304	NA	-0.1066	-0.4958	0.1914	NA	-0.1312	-0.4085	0.0944
305	NA	-0.1281	-0.5021	0.1649	NA	-0.1313	-0.4059	0.0949
306	NA	-0.0683	-0.4398	0.2212	NA	-0.1314	-0.4043	0.0952
307	NA	-0.102	-0.4822	0.1758	NA	-0.1317	-0.4034	0.0965
308	NA	-0.0951	-0.4926	0.2831	NA	-0.1328	-0.4029	0.0968
309	NA	-0.1309	-0.506	0.1497	NA	-0.1343	-0.4025	0.0965
310	NA	-0.105	-0.4669	0.1906	NA	-0.1358	-0.4026	0.0962
311	NA	-0.1309	-0.5129	0.168	NA	-0.1379	-0.4025	0.0962
312	NA	-0.1461	-0.5128	0.1223	NA	-0.1404	-0.4036	0.096
313	NA	-0.1574	-0.5337	0.1422	NA	-0.1432	-0.4044	0.0958
314	NA	-0.0668	-0.4473	0.2481	NA	-0.1463	-0.4056	0.0948
315	NA	-0.1432	-0.5174	0.1291	NA	-0.1497	-0.4089	0.0938
316	NA	-0.0969	-0.454	0.3077	NA	-0.1529	-0.4125	0.0917
317	NA	-0.1039	-0.4814	0.2372	NA	-0.1566	-0.4154	0.0896
318	NA	-0.147	-0.5154	0.1591	NA	-0.1599	-0.4174	0.0879
319	NA	-0.222	-0.586	0.0783	NA	-0.1637	-0.4206	0.0848
320	NA	-0.273	-0.6399	0.0345	NA	-0.1674	-0.4222	0.0822
321	NA	-0.2877	-0.6978	0.0927	NA	-0.1713	-0.4257	0.0797
322	NA	-0.1997	-0.5479	0.1301	NA	-0.175	-0.4298	0.0782
323	NA	-0.1598	-0.5388	0.1679	NA	-0.1786	-0.435	0.0755
324	NA	-0.1106	-0.5219	0.2713	NA	-0.1822	-0.4404	0.0725
325	NA	-0.1995	-0.576	0.0834	NA	-0.1856	-0.4445	0.0696
326	NA	-0.2692	-0.6409	0.0674	NA	-0.1889	-0.4487	0.0676
327	NA	-0.2267	-0.5738	0.0858	NA	-0.1921	-0.4526	0.0641
328	NA	-0.2537	-0.6328	0.0906	NA	-0.1951	-0.4588	0.062
329	NA	-0.2128	-0.5859	0.1209	NA	-0.198	-0.4644	0.0597
330	NA	-0.2159	-0.5708	0.0683	NA	-0.2006	-0.4696	0.058
331	NA	-0.25	-0.6136	0.0686	NA	-0.2031	-0.4739	0.0557
